Fact_Key,Month_Key,Country_Key,Population_Key,Education_Key,Health_Key,QOL_Key,Event_Key,HDI_Measure,QOL_Measure,Dev_Measure
1144,58,36,36,84,84,84,-1,3,3,2
1151,55,36,36,84,84,84,-1,3,3,2
967,70,37,37,85,85,85,-1,3,3,2
978,69,37,37,85,85,85,-1,3,3,2
983,71,37,37,85,85,85,-1,3,3,2
1003,60,37,37,85,85,85,-1,3,3,2
1010,68,37,37,85,85,85,25,3,3,2
1019,64,37,37,85,85,85,-1,3,3,2
1029,63,37,37,85,85,85,-1,3,3,2
1031,62,37,37,85,85,85,-1,3,3,2
1034,65,37,37,85,85,85,-1,3,3,2
1045,61,37,37,85,85,85,-1,3,3,2
1046,67,37,37,85,85,85,-1,3,3,2
1054,66,37,37,85,85,85,-1,3,3,2
991,73,38,38,86,86,86,-1,3,3,2
999,72,38,38,86,86,86,-1,3,3,2
1062,74,38,38,86,86,86,-1,3,3,2
1069,82,38,38,86,86,86,20,3,3,2
1076,81,38,38,86,86,86,20,3,3,2
1077,81,38,38,86,86,86,29,3,3,2
1084,80,38,38,86,86,86,20,3,3,2
1089,83,38,38,86,86,86,20,3,3,2
1123,76,38,38,86,86,86,-1,3,3,2
1131,75,38,38,86,86,86,-1,3,3,2
1137,77,38,38,86,86,86,27,3,3,2
1145,79,38,38,86,86,86,-1,3,3,2
1154,78,38,38,86,86,86,27,3,3,2
975,90,39,39,87,87,87,-1,3,5,2
977,91,39,39,87,87,87,-1,3,5,2
1023,93,39,39,87,87,87,-1,3,5,2
1042,88,39,39,87,87,87,-1,3,5,2
1051,94,39,39,87,87,87,-1,3,5,2
1066,92,39,39,87,87,87,-1,3,5,2
1091,86,39,39,87,87,87,-1,3,5,2
1095,85,39,39,87,87,87,-1,3,5,2
1100,95,39,39,87,87,87,-1,3,5,2
1103,84,39,39,87,87,87,-1,3,5,2
1119,87,39,39,87,87,87,-1,3,5,2
1153,89,39,39,87,87,87,-1,3,5,2
981,97,40,40,88,88,88,-1,3,4,2
1018,100,40,40,88,88,88,-1,3,4,2
1058,103,40,40,88,88,88,-1,3,4,2
1073,98,40,40,88,88,88,-1,3,4,2
1087,96,40,40,88,88,88,-1,3,4,2
1090,102,40,40,88,88,88,-1,3,4,2
1094,106,40,40,88,88,88,-1,3,4,2
1099,99,40,40,88,88,88,-1,3,4,2
1102,107,40,40,88,88,88,-1,3,4,2
1107,105,40,40,88,88,88,-1,3,4,2
1127,101,40,40,88,88,88,-1,3,4,2
1135,104,40,40,88,88,88,-1,3,4,2
989,118,41,41,89,89,89,-1,3,4,2
997,119,41,41,89,89,89,-1,3,4,2
1067,109,41,41,89,89,89,-1,3,4,2
1075,110,41,41,89,89,89,-1,3,4,2
1082,111,41,41,89,89,89,-1,3,4,2
1085,117,41,41,89,89,89,-1,3,4,2
1110,108,41,41,89,89,89,-1,3,4,2
1121,115,41,41,89,89,89,-1,3,4,2
1129,116,41,41,89,89,89,-1,3,4,2
1143,112,41,41,89,89,89,-1,3,4,2
1148,114,41,41,89,89,89,-1,3,4,2
1158,113,41,41,89,89,89,-1,3,4,2
964,121,42,42,90,90,90,-1,3,4,2
970,131,42,42,90,90,90,-1,3,4,2
976,122,42,42,90,90,90,-1,3,4,2
1005,120,42,42,90,90,90,-1,3,4,2
1017,127,42,42,90,90,90,-1,3,4,2
1027,128,42,42,90,90,90,-1,3,4,2
1036,126,42,42,90,90,90,-1,3,4,2
1044,124,42,42,90,90,90,-1,3,4,2
1048,123,42,42,90,90,90,-1,3,4,2
1052,125,42,42,90,90,90,-1,3,4,2
1060,130,42,42,90,90,90,-1,3,4,2
1139,129,42,42,90,90,90,-1,3,4,2
971,142,43,43,91,91,91,-1,3,2,2
972,135,43,43,91,91,91,-1,3,2,2
998,143,43,43,91,91,91,-1,3,2,2
1008,137,43,43,91,91,91,-1,3,2,2
1011,141,43,43,91,91,91,-1,3,2,2
1016,139,43,43,91,91,91,-1,3,2,2
1028,138,43,43,91,91,91,-1,3,2,2
1050,140,43,43,91,91,91,-1,3,2,2
1086,134,43,43,91,91,91,-1,3,2,2
1117,136,43,43,91,91,91,-1,3,2,2
1136,132,43,43,91,91,91,-1,3,2,2
1147,133,43,43,91,91,91,-1,3,2,2
995,155,44,44,92,92,92,-1,3,3,2
1015,154,44,44,92,92,92,-1,3,3,2
1020,152,44,44,92,92,92,23,3,3,2
1021,152,44,44,92,92,92,28,3,3,2
1025,150,44,44,92,92,92,-1,3,3,2
1061,144,44,44,92,92,92,-1,3,3,2
1072,148,44,44,92,92,92,-1,3,3,2
1104,149,44,44,92,92,92,-1,3,3,2
1113,147,44,44,92,92,92,-1,3,3,2
1122,145,44,44,92,92,92,-1,3,3,2
1124,151,44,44,92,92,92,-1,3,3,2
1138,153,44,44,92,92,92,-1,3,3,2
1157,146,44,44,92,92,92,-1,3,3,2
987,159,45,45,93,93,93,-1,3,3,2
1000,167,45,45,93,93,93,-1,3,3,2
1026,160,45,45,93,93,93,-1,3,3,2
1055,161,45,45,93,93,93,-1,3,3,2
1074,162,45,45,93,93,93,-1,3,3,2
1078,164,45,45,93,93,93,-1,3,3,2
1081,158,45,45,93,93,93,-1,3,3,2
1109,157,45,45,93,93,93,-1,3,3,2
1111,163,45,45,93,93,93,-1,3,3,2
1115,156,45,45,93,93,93,-1,3,3,2
1130,166,45,45,93,93,93,-1,3,3,2
1155,165,45,45,93,93,93,-1,3,3,2
979,168,46,46,94,94,94,-1,3,3,2
985,174,46,46,94,94,94,-1,3,3,2
1013,178,46,46,94,94,94,-1,3,3,2
1024,177,46,46,94,94,94,-1,3,3,2
1030,170,46,46,94,94,94,-1,3,3,2
1038,176,46,46,94,94,94,-1,3,3,2
1039,175,46,46,94,94,94,-1,3,3,2
1049,179,46,46,94,94,94,-1,3,3,2
1057,169,46,46,94,94,94,-1,3,3,2
1070,173,46,46,94,94,94,-1,3,3,2
1088,172,46,46,94,94,94,-1,3,3,2
1132,171,46,46,94,94,94,-1,3,3,2
969,181,47,47,95,95,95,-1,3,3,2
993,183,47,47,95,95,95,-1,3,3,2
1004,182,47,47,95,95,95,-1,3,3,2
1009,180,47,47,95,95,95,-1,3,3,2
1063,184,47,47,95,95,95,-1,3,3,2
1071,189,47,47,95,95,95,-1,3,3,2
1080,188,47,47,95,95,95,-1,3,3,2
1097,191,47,47,95,95,95,-1,3,3,2
1108,190,47,47,95,95,95,-1,3,3,2
1125,185,47,47,95,95,95,-1,3,3,2
1146,187,47,47,95,95,95,-1,3,3,2
1152,186,47,47,95,95,95,-1,3,3,2
1226,5,80,80,96,96,96,-1,4,5,3
1232,6,80,80,96,96,96,51,4,5,3
1246,8,80,80,96,96,96,-1,4,5,3
1252,9,80,80,96,96,96,-1,4,5,3
1254,7,80,80,96,96,96,-1,4,5,3
1259,0,80,80,96,96,96,-1,4,5,3
1267,1,80,80,96,96,96,-1,4,5,3
1271,2,80,80,96,96,96,-1,4,5,3
1278,3,80,80,96,96,96,-1,4,5,3
1283,4,80,80,96,96,96,-1,4,5,3
1290,10,80,80,96,96,96,-1,4,5,3
1324,11,80,80,96,96,96,-1,4,5,3
1168,21,81,81,97,97,97,-1,4,5,3
1169,20,81,81,97,97,97,-1,4,5,3
1203,22,81,81,97,97,97,-1,4,5,3
1210,23,81,81,97,97,97,-1,4,5,3
1253,19,81,81,97,97,97,-1,4,5,3
1294,15,81,81,97,97,97,-1,4,5,3
1301,16,81,81,97,97,97,-1,4,5,3
1307,17,81,81,97,97,97,-1,4,5,3
1315,18,81,81,97,97,97,51,4,5,3
1320,14,81,81,97,97,97,-1,4,5,3
1343,13,81,81,97,97,97,-1,4,5,3
1349,12,81,81,97,97,97,-1,4,5,3
1176,26,82,82,98,98,98,-1,4,5,3
1182,27,82,82,98,98,98,-1,4,5,3
1189,28,82,82,98,98,98,-1,4,5,3
1194,29,82,82,98,98,98,-1,4,5,3
1198,25,82,82,98,98,98,-1,4,5,3
1207,30,82,82,98,98,98,-1,4,5,3
1223,24,82,82,98,98,98,-1,4,5,3
1228,35,82,82,98,98,98,-1,4,5,3
1263,34,82,82,98,98,98,-1,4,5,3
1281,33,82,82,98,98,98,-1,4,5,3
1288,32,82,82,98,98,98,-1,4,5,3
1297,31,82,82,98,98,98,-1,4,5,3
1173,46,83,83,99,99,99,-1,4,5,3
1177,45,83,83,99,99,99,-1,4,5,3
1183,40,83,83,99,99,99,-1,4,5,3
1184,44,83,83,99,99,99,-1,4,5,3
1186,43,83,83,99,99,99,-1,4,5,3
1191,42,83,83,99,99,99,-1,4,5,3
1197,47,83,83,99,99,99,-1,4,5,3
1199,39,83,83,99,99,99,-1,4,5,3
1224,41,83,83,99,99,99,-1,4,5,3
1248,36,83,83,99,99,99,-1,4,5,3
1310,38,83,83,99,99,99,-1,4,5,3
1346,37,83,83,99,99,99,-1,4,5,3
1161,56,84,84,100,100,100,59,4,5,3
1162,55,84,84,100,100,100,-1,4,5,3
1166,54,84,84,100,100,100,-1,4,5,3
1201,52,84,84,100,100,100,-1,4,5,3
1205,51,84,84,100,100,100,-1,4,5,3
1211,50,84,84,100,100,100,-1,4,5,3
1214,49,84,84,100,100,100,-1,4,5,3
1218,48,84,84,100,100,100,-1,4,5,3
1222,53,84,84,100,100,100,-1,4,5,3
1308,59,84,84,100,100,100,-1,4,5,3
1313,58,84,84,100,100,100,-1,4,5,3
1317,57,84,84,100,100,100,-1,4,5,3
1289,71,85,85,101,101,101,-1,4,5,3
1295,62,85,85,101,101,101,-1,4,5,3
1299,61,85,85,101,101,101,-1,4,5,3
1303,60,85,85,101,101,101,-1,4,5,3
1322,63,85,85,101,101,101,-1,4,5,3
1323,64,85,85,101,101,101,-1,4,5,3
1326,68,85,85,101,101,101,-1,4,5,3
1333,67,85,85,101,101,101,55,4,5,3
1338,70,85,85,101,101,101,-1,4,5,3
1340,66,85,85,101,101,101,-1,4,5,3
1344,65,85,85,101,101,101,-1,4,5,3
1350,69,85,85,101,101,101,-1,4,5,3
1229,77,86,86,102,102,102,-1,4,5,3
1233,76,86,86,102,102,102,-1,4,5,3
1237,75,86,86,102,102,102,-1,4,5,3
1241,74,86,86,102,102,102,-1,4,5,3
1244,73,86,86,102,102,102,-1,4,5,3
1249,72,86,86,102,102,102,-1,4,5,3
1255,78,86,86,102,102,102,-1,4,5,3
1268,83,86,86,102,102,102,-1,4,5,3
1272,82,86,86,102,102,102,-1,4,5,3
1276,81,86,86,102,102,102,-1,4,5,3
1279,80,86,86,102,102,102,-1,4,5,3
1284,79,86,86,102,102,102,-1,4,5,3
1164,93,87,87,103,103,103,54,4,5,3
1179,92,87,87,103,103,103,54,4,5,3
1216,90,87,87,103,103,103,54,4,5,3
1235,87,87,87,103,103,103,-1,4,5,3
1260,85,87,87,103,103,103,-1,4,5,3
1262,86,87,87,103,103,103,-1,4,5,3
1265,84,87,87,103,103,103,-1,4,5,3
1274,95,87,87,103,103,103,-1,4,5,3
1316,89,87,87,103,103,103,-1,4,5,3
1319,91,87,87,103,103,103,54,4,5,3
1329,94,87,87,103,103,103,-1,4,5,3
1337,88,87,87,103,103,103,-1,4,5,3
1180,100,88,88,104,104,104,-1,4,5,3
1188,105,88,88,104,104,104,-1,4,5,3
1204,98,88,88,104,104,104,-1,4,5,3
1209,101,88,88,104,104,104,-1,4,5,3
1227,104,88,88,104,104,104,-1,4,5,3
1257,96,88,88,104,104,104,-1,4,5,3
1261,106,88,88,104,104,104,-1,4,5,3
1266,107,88,88,104,104,104,-1,4,5,3
1306,102,88,88,104,104,104,56,4,5,3
1325,103,88,88,104,104,104,56,4,5,3
1330,99,88,88,104,104,104,-1,4,5,3
1347,97,88,88,104,104,104,-1,4,5,3
1230,114,89,89,105,105,105,57,4,5,3
1234,115,89,89,105,105,105,57,4,5,3
1238,116,89,89,105,105,105,57,4,5,3
1239,113,89,89,105,105,105,57,4,5,3
1242,117,89,89,105,105,105,57,4,5,3
1245,118,89,89,105,105,105,-1,4,5,3
1250,119,89,89,105,105,105,-1,4,5,3
1269,108,89,89,105,105,105,-1,4,5,3
1273,109,89,89,105,105,105,-1,4,5,3
1277,110,89,89,105,105,105,-1,4,5,3
1280,111,89,89,105,105,105,-1,4,5,3
1285,112,89,89,105,105,105,-1,4,5,3
1287,120,90,90,106,106,106,-1,4,5,3
1292,128,90,90,106,106,106,58,4,5,3
1296,129,90,90,106,106,106,58,4,5,3
1300,130,90,90,106,106,106,-1,4,5,3
1304,131,90,90,106,106,106,-1,4,5,3
1321,127,90,90,106,106,106,58,4,5,3
1328,123,90,90,106,106,106,-1,4,5,3
1334,124,90,90,106,106,106,-1,4,5,3
1335,122,90,90,106,106,106,-1,4,5,3
1336,121,90,90,106,106,106,-1,4,5,3
1341,125,90,90,106,106,106,-1,4,5,3
1345,126,90,90,106,106,106,58,4,5,3
1159,136,91,91,107,107,107,-1,4,5,3
1167,135,91,91,107,107,107,-1,4,5,3
1170,137,91,91,107,107,107,-1,4,5,3
1172,138,91,91,107,107,107,-1,4,5,3
1202,139,91,91,107,107,107,-1,4,5,3
1206,140,91,91,107,107,107,-1,4,5,3
1212,141,91,91,107,107,107,-1,4,5,3
1215,142,91,91,107,107,107,-1,4,5,3
1219,143,91,91,107,107,107,-1,4,5,3
1309,132,91,91,107,107,107,-1,4,5,3
1314,133,91,91,107,107,107,-1,4,5,3
1318,134,91,91,107,107,107,-1,4,5,3
1160,152,92,92,108,108,108,-1,4,5,3
1174,145,92,92,108,108,108,-1,4,5,3
1178,146,92,92,108,108,108,-1,4,5,3
1187,148,92,92,108,108,108,53,4,5,3
1190,150,92,92,108,108,108,-1,4,5,3
1192,149,92,92,108,108,108,53,4,5,3
1195,147,92,92,108,108,108,-1,4,5,3
1196,144,92,92,108,108,108,-1,4,5,3
1220,151,92,92,108,108,108,-1,4,5,3
1247,155,92,92,108,108,108,-1,4,5,3
1302,153,92,92,108,108,108,-1,4,5,3
1339,154,92,92,108,108,108,-1,4,5,3
1175,165,93,93,109,109,109,-1,4,5,3
1181,164,93,93,109,109,109,-1,4,5,3
1185,163,93,93,109,109,109,-1,4,5,3
1193,162,93,93,109,109,109,-1,4,5,3
1213,167,93,93,109,109,109,-1,4,5,3
1217,161,93,93,109,109,109,-1,4,5,3
1221,166,93,93,109,109,109,-1,4,5,3
1236,158,93,93,109,109,109,-1,4,5,3
1286,156,93,93,109,109,109,-1,4,5,3
1305,157,93,93,109,109,109,-1,4,5,3
1311,160,93,93,109,109,109,-1,4,5,3
1331,159,93,93,109,109,109,-1,4,5,3
1163,170,94,94,110,110,110,-1,4,5,3
1165,171,94,94,110,110,110,-1,4,5,3
1171,174,94,94,110,110,110,-1,4,5,3
1200,169,94,94,110,110,110,-1,4,5,3
1208,168,94,94,110,110,110,-1,4,5,3
1225,172,94,94,110,110,110,-1,4,5,3
1293,176,94,94,110,110,110,-1,4,5,3
1298,175,94,94,110,110,110,-1,4,5,3
1312,173,94,94,110,110,110,-1,4,5,3
1332,179,94,94,110,110,110,-1,4,5,3
1342,178,94,94,110,110,110,-1,4,5,3
1348,177,94,94,110,110,110,-1,4,5,3
1231,185,95,95,111,111,111,-1,4,5,3
1240,184,95,95,111,111,111,-1,4,5,3
1243,183,95,95,111,111,111,-1,4,5,3
1251,182,95,95,111,111,111,-1,4,5,3
1256,186,95,95,111,111,111,-1,4,5,3
1258,191,95,95,111,111,111,-1,4,5,3
1264,190,95,95,111,111,111,-1,4,5,3
1270,189,95,95,111,111,111,-1,4,5,3
1275,188,95,95,111,111,111,-1,4,5,3
1282,187,95,95,111,111,111,-1,4,5,3
1291,181,95,95,111,111,111,-1,4,5,3
1327,180,95,95,111,111,111,-1,4,5,3
1367,11,112,112,112,112,112,-1,3,5,2
1369,10,112,112,112,112,112,-1,3,5,2
1371,9,112,112,112,112,112,-1,3,5,2
1374,8,112,112,112,112,112,-1,3,5,2
1376,7,112,112,112,112,112,-1,3,5,2
1379,6,112,112,112,112,112,-1,3,5,2
1381,5,112,112,112,112,112,-1,3,5,2
1383,4,112,112,112,112,112,-1,3,5,2
1385,3,112,112,112,112,112,-1,3,5,2
1387,2,112,112,112,112,112,-1,3,5,2
1389,1,112,112,112,112,112,-1,3,5,2
1391,0,112,112,112,112,112,-1,3,5,2
1363,13,113,113,113,113,113,-1,3,5,2
1365,12,113,113,113,113,113,-1,3,5,2
1394,14,113,113,113,113,113,-1,3,5,2
1395,15,113,113,113,113,113,-1,3,5,2
1407,23,113,113,113,113,113,-1,3,5,2
1409,22,113,113,113,113,113,-1,3,5,2
1411,21,113,113,113,113,113,78,3,5,2
1413,20,113,113,113,113,113,78,3,5,2
1415,19,113,113,113,113,113,-1,3,5,2
1417,18,113,113,113,113,113,-1,3,5,2
1420,17,113,113,113,113,113,-1,3,5,2
1422,16,113,113,113,113,113,-1,3,5,2
1352,30,114,114,114,114,114,-1,3,5,2
1353,33,114,114,114,114,114,-1,3,5,2
1355,32,114,114,114,114,114,-1,3,5,2
1357,29,114,114,114,114,114,-1,3,5,2
1360,31,114,114,114,114,114,-1,3,5,2
1362,28,114,114,114,114,114,-1,3,5,2
1397,27,114,114,114,114,114,-1,3,5,2
1400,26,114,114,114,114,114,-1,3,5,2
1402,25,114,114,114,114,114,-1,3,5,2
1405,24,114,114,114,114,114,-1,3,5,2
1514,35,114,114,114,114,114,-1,3,5,2
1519,34,114,114,114,114,114,-1,3,5,2
1443,47,115,115,115,115,115,-1,3,5,2
1447,46,115,115,115,115,115,-1,3,5,2
1453,45,115,115,115,115,115,-1,3,5,2
1493,39,115,115,115,115,115,-1,3,5,2
1498,38,115,115,115,115,115,-1,3,5,2
1502,37,115,115,115,115,115,-1,3,5,2
1508,36,115,115,115,115,115,-1,3,5,2
1523,40,115,115,115,115,115,-1,3,5,2
1524,44,115,115,115,115,115,-1,3,5,2
1529,43,115,115,115,115,115,-1,3,5,2
1537,42,115,115,115,115,115,-1,3,5,2
1542,41,115,115,115,115,115,73,3,5,2
1429,50,116,116,116,116,116,-1,3,5,2
1435,49,116,116,116,116,116,-1,3,5,2
1437,48,116,116,116,116,116,-1,3,5,2
1461,56,116,116,116,116,116,72,3,5,2
1462,56,116,116,116,116,116,75,3,5,2
1466,57,116,116,116,116,116,75,3,5,2
1467,55,116,116,116,116,116,-1,3,5,2
1473,54,116,116,116,116,116,-1,3,5,2
1476,53,116,116,116,116,116,-1,3,5,2
1477,58,116,116,116,116,116,-1,3,5,2
1482,52,116,116,116,116,116,-1,3,5,2
1487,59,116,116,116,116,116,-1,3,5,2
1488,51,116,116,116,116,116,-1,3,5,2
1428,60,117,117,117,117,117,-1,3,5,2
1430,70,117,117,117,117,117,-1,3,5,2
1445,69,117,117,117,117,117,-1,3,5,2
1449,61,117,117,117,117,117,-1,3,5,2
1452,71,117,117,117,117,117,-1,3,5,2
1499,67,117,117,117,117,117,-1,3,5,2
1504,64,117,117,117,117,117,-1,3,5,2
1512,66,117,117,117,117,117,-1,3,5,2
1518,65,117,117,117,117,117,-1,3,5,2
1528,68,117,117,117,117,117,-1,3,5,2
1530,62,117,117,117,117,117,-1,3,5,2
1534,63,117,117,117,117,117,-1,3,5,2
1432,76,118,118,118,118,118,-1,3,5,2
1439,77,118,118,118,118,118,-1,3,5,2
1448,78,118,118,118,118,118,-1,3,5,2
1459,75,118,118,118,118,118,-1,3,5,2
1463,72,118,118,118,118,118,-1,3,5,2
1472,73,118,118,118,118,118,-1,3,5,2
1474,79,118,118,118,118,118,-1,3,5,2
1483,74,118,118,118,118,118,-1,3,5,2
1500,83,118,118,118,118,118,-1,3,5,2
1521,82,118,118,118,118,118,-1,3,5,2
1531,80,118,118,118,118,118,-1,3,5,2
1543,81,118,118,118,118,118,-1,3,5,2
1373,94,119,119,119,119,119,-1,3,5,2
1399,92,119,119,119,119,119,-1,3,5,2
1419,93,119,119,119,119,119,-1,3,5,2
1427,95,119,119,119,119,119,71,3,5,2
1464,87,119,119,119,119,119,-1,3,5,2
1471,89,119,119,119,119,119,-1,3,5,2
1492,90,119,119,119,119,119,-1,3,5,2
1507,84,119,119,119,119,119,-1,3,5,2
1513,91,119,119,119,119,119,76,3,5,2
1515,85,119,119,119,119,119,-1,3,5,2
1522,88,119,119,119,119,119,-1,3,5,2
1539,86,119,119,119,119,119,-1,3,5,2
1354,99,120,120,120,120,120,-1,3,5,2
1378,96,120,120,120,120,120,-1,3,5,2
1404,98,120,120,120,120,120,-1,3,5,2
1424,97,120,120,120,120,120,-1,3,5,2
1454,102,120,120,120,120,120,-1,3,5,2
1481,101,120,120,120,120,120,-1,3,5,2
1486,103,120,120,120,120,120,-1,3,5,2
1494,104,120,120,120,120,120,-1,3,5,2
1503,107,120,120,120,120,120,-1,3,5,2
1510,106,120,120,120,120,120,70,3,5,2
1516,105,120,120,120,120,120,-1,3,5,2
1533,100,120,120,120,120,120,-1,3,5,2
1434,114,121,121,121,121,121,74,3,5,2
1441,113,121,121,121,121,121,-1,3,5,2
1450,112,121,121,121,121,121,-1,3,5,2
1458,115,121,121,121,121,121,-1,3,5,2
1468,118,121,121,121,121,121,-1,3,5,2
1475,117,121,121,121,121,121,-1,3,5,2
1484,116,121,121,121,121,121,-1,3,5,2
1491,119,121,121,121,121,121,77,3,5,2
1495,108,121,121,121,121,121,-1,3,5,2
1525,111,121,121,121,121,121,-1,3,5,2
1532,110,121,121,121,121,121,-1,3,5,2
1538,109,121,121,121,121,121,-1,3,5,2
1431,125,122,122,122,122,122,-1,3,5,2
1438,121,122,122,122,122,122,-1,3,5,2
1444,130,122,122,122,122,122,-1,3,5,2
1455,129,122,122,122,122,122,-1,3,5,2
1457,131,122,122,122,122,122,-1,3,5,2
1479,120,122,122,122,122,122,-1,3,5,2
1496,127,122,122,122,122,122,-1,3,5,2
1506,124,122,122,122,122,122,-1,3,5,2
1509,126,122,122,122,122,122,-1,3,5,2
1526,122,122,122,122,122,122,-1,3,5,2
1535,128,122,122,122,122,122,-1,3,5,2
1541,123,122,122,122,122,122,-1,3,5,2
1433,141,123,123,123,123,123,-1,3,5,2
1436,142,123,123,123,123,123,-1,3,5,2
1440,143,123,123,123,123,123,-1,3,5,2
1456,140,123,123,123,123,123,-1,3,5,2
1460,134,123,123,123,123,123,-1,3,5,2
1465,135,123,123,123,123,123,-1,3,5,2
1469,133,123,123,123,123,123,-1,3,5,2
1470,136,123,123,123,123,123,-1,3,5,2
1478,132,123,123,123,123,123,-1,3,5,2
1480,138,123,123,123,123,123,-1,3,5,2
1485,139,123,123,123,123,123,-1,3,5,2
1489,137,123,123,123,123,123,-1,3,5,2
1361,148,124,124,124,124,124,-1,3,5,2
1446,144,124,124,124,124,124,-1,3,5,2
1451,145,124,124,124,124,124,-1,3,5,2
1490,146,124,124,124,124,124,-1,3,5,2
1497,152,124,124,124,124,124,-1,3,5,2
1501,153,124,124,124,124,124,-1,3,5,2
1505,154,124,124,124,124,124,-1,3,5,2
1511,155,124,124,124,124,124,-1,3,5,2
1520,151,124,124,124,124,124,-1,3,5,2
1527,147,124,124,124,124,124,-1,3,5,2
1536,149,124,124,124,124,124,-1,3,5,2
1540,150,124,124,124,124,124,-1,3,5,2
1351,160,125,125,125,125,125,-1,3,4,2
1356,161,125,125,125,125,125,-1,3,4,2
1358,158,125,125,125,125,125,-1,3,4,2
1359,159,125,125,125,125,125,-1,3,4,2
1393,162,125,125,125,125,125,-1,3,4,2
1396,163,125,125,125,125,125,-1,3,4,2
1398,164,125,125,125,125,125,79,3,4,2
1401,165,125,125,125,125,125,-1,3,4,2
1403,166,125,125,125,125,125,-1,3,4,2
1406,167,125,125,125,125,125,-1,3,4,2
1426,157,125,125,125,125,125,-1,3,4,2
1517,156,125,125,125,125,125,-1,3,4,2
1364,178,126,126,126,126,126,-1,3,4,2
1366,179,126,126,126,126,126,-1,3,4,2
1392,177,126,126,126,126,126,-1,3,4,2
1408,168,126,126,126,126,126,-1,3,4,2
1410,169,126,126,126,126,126,-1,3,4,2
1412,170,126,126,126,126,126,-1,3,4,2
1414,171,126,126,126,126,126,-1,3,4,2
1416,172,126,126,126,126,126,-1,3,4,2
1418,173,126,126,126,126,126,-1,3,4,2
1421,174,126,126,126,126,126,-1,3,4,2
1423,175,126,126,126,126,126,-1,3,4,2
1425,176,126,126,126,126,126,-1,3,4,2
1368,180,127,127,127,127,127,-1,3,4,2
1370,181,127,127,127,127,127,-1,3,4,2
1372,182,127,127,127,127,127,-1,3,4,2
1375,183,127,127,127,127,127,-1,3,4,2
1377,184,127,127,127,127,127,-1,3,4,2
1380,185,127,127,127,127,127,-1,3,4,2
1382,186,127,127,127,127,127,-1,3,4,2
1384,187,127,127,127,127,127,-1,3,4,2
1386,188,127,127,127,127,127,-1,3,4,2
1388,189,127,127,127,127,127,-1,3,4,2
1390,190,127,127,127,127,127,-1,3,4,2
1442,191,127,127,127,127,127,-1,3,4,2
1554,11,16,16,128,128,128,-1,2,1,1
1557,10,16,16,128,128,128,-1,2,1,1
1565,9,16,16,128,128,128,18,2,1,1
1571,3,16,16,128,128,128,-1,2,1,1
1576,4,16,16,128,128,128,-1,2,1,1
1577,2,16,16,128,128,128,-1,2,1,1
1582,1,16,16,128,128,128,-1,2,1,1
1587,0,16,16,128,128,128,-1,2,1,1
1596,8,16,16,128,128,128,16,2,1,1
1597,8,16,16,128,128,128,18,2,1,1
1603,7,16,16,128,128,128,16,2,1,1
1607,6,16,16,128,128,128,-1,2,1,1
1614,5,16,16,128,128,128,-1,2,1,1
1544,12,17,17,129,129,129,-1,1,1,1
1684,17,17,17,129,129,129,-1,1,1,1
1691,16,17,17,129,129,129,-1,1,1,1
1692,18,17,17,129,129,129,-1,1,1,1
1696,15,17,17,129,129,129,-1,1,1,1
1702,14,17,17,129,129,129,-1,1,1,1
1707,13,17,17,129,129,129,-1,1,1,1
1710,23,17,17,129,129,129,-1,1,1,1
1717,22,17,17,129,129,129,-1,1,1,1
1721,21,17,17,129,129,129,-1,1,1,1
1727,20,17,17,129,129,129,-1,1,1,1
1732,19,17,17,129,129,129,-1,1,1,1
1622,28,18,18,130,130,130,-1,1,1,1
1628,27,18,18,130,130,130,-1,1,1,1
1634,26,18,18,130,130,130,-1,1,1,1
1639,25,18,18,130,130,130,-1,1,1,1
1645,24,18,18,130,130,130,-1,1,1,1
1649,29,18,18,130,130,130,-1,1,1,1
1651,35,18,18,130,130,130,-1,1,1,1
1653,33,18,18,130,130,130,14,1,1,1
1659,32,18,18,130,130,130,-1,1,1,1
1665,31,18,18,130,130,130,-1,1,1,1
1670,30,18,18,130,130,130,-1,1,1,1
1686,34,18,18,130,130,130,-1,1,1,1
1620,43,19,19,131,131,131,-1,1,1,1
1626,44,19,19,131,131,131,12,1,1,1
1629,45,19,19,131,131,131,-1,1,1,1
1633,46,19,19,131,131,131,-1,1,1,1
1637,47,19,19,131,131,131,-1,1,1,1
1648,42,19,19,131,131,131,-1,1,1,1
1656,36,19,19,131,131,131,-1,1,1,1
1660,37,19,19,131,131,131,-1,1,1,1
1666,39,19,19,131,131,131,-1,1,1,1
1669,40,19,19,131,131,131,-1,1,1,1
1673,41,19,19,131,131,131,11,1,1,1
1676,38,19,19,131,131,131,-1,1,1,1
1640,48,20,20,132,132,132,-1,1,1,1
1643,49,20,20,132,132,132,-1,1,1,1
1678,50,20,20,132,132,132,-1,1,1,1
1680,59,20,20,132,132,132,-1,1,1,1
1711,51,20,20,132,132,132,-1,1,1,1
1715,52,20,20,132,132,132,-1,1,1,1
1719,53,20,20,132,132,132,-1,1,1,1
1722,58,20,20,132,132,132,-1,1,1,1
1723,54,20,20,132,132,132,-1,1,1,1
1725,55,20,20,132,132,132,-1,1,1,1
1730,56,20,20,132,132,132,-1,1,1,1
1733,57,20,20,132,132,132,-1,1,1,1
1545,69,21,21,133,133,133,-1,1,1,1
