QOL_Key,Maternal_Leave_Benefits,Access_To_Basic_Drinking_Water_Total,Access_To_Basic_Drinking_Water_Urban,Access_To_Basic_Sanitation_Total,Access_To_Basic_Sanitation_Urban,Access_To_Managed_Drinking_Water_Total,Access_To_Managed_Sanitation_Total,Access_To_Basic_Handwashing_Facilities_Total,Access_To_Basic_Handwashing_Facilities_Urban,Unemployment_Female,Unemployment_Male,Unemployment_Total
82,,94.32032157,97.18390312,82.87293106,88.04201393,40.76641554,27.90436423,,,4.0,3.41899991035461,3.63000011444092
83,,94.90809059,97.47192479,83.65830449,88.49132043,40.96669575,29.96951033,,,4.02899980545044,3.77900004386902,3.86999988555908
84,100.0,95.36710258,97.72787166,84.43419231,88.9414384,41.16482643,32.0685671,,,5.35400009155273,5.36399984359741,5.3600001335144
85,,95.82133427,97.98381853,85.20102819,89.39236786,41.36089371,34.20129298,,,5.17999982833862,5.36999988555908,5.30000019073486
86,100.0,96.27120298,98.23976541,85.95971004,89.84410881,41.55507773,36.3676703,89.66001526,91.38427265,5.13199996948242,5.19199991226196,5.17000007629395
87,,96.71644433,98.49571228,86.70980432,90.29666125,41.74726437,38.56730401,89.68317442,91.38427265,4.88399982452393,4.89400005340576,4.8899998664856
88,100.0,97.15725463,98.75165915,87.45178303,90.75002516,41.93753836,40.80011597,89.70633655,91.38427265,4.9539999961853,4.88399982452393,4.90999984741211
89,,97.5936259,99.00760603,88.18573213,91.20420057,42.12589627,43.06591674,89.72949429,91.38427265,4.84800004959106,4.78800010681152,4.80999994277954
90,100.0,98.02544354,99.2635529,88.91148404,91.65918746,42.31228861,45.36435171,89.75249473,91.38427265,4.44700002670288,4.22800016403198,4.30999994277954
91,,98.45286453,99.51949977,89.62944687,92.11498583,42.49678317,47.69541008,89.77550185,91.38427265,3.91000008583069,3.82999992370605,3.85999989509583
92,100.0,98.87578129,99.77544665,90.33947554,92.57159569,42.67933349,50.0587208,89.79834169,91.38427265,3.60199999809265,3.31200003623962,3.42000007629395
93,,99.26913243,100.0,91.04184497,93.02901704,42.84912192,52.45421467,89.82111114,91.38427265,3.42899990081787,3.18899989128113,3.27999997138977
94,,99.47726394,100.0,91.73666093,93.48724987,42.93896105,54.88172246,89.84379235,91.38427265,3.51699995994568,3.45700001716614,3.48000001907349
95,,99.67956828,100.0,92.42406261,93.94629419,43.02628491,57.34110284,,,4.09700012207031,4.66699981689453,4.44999980926514
96,,40.55557252,90.90455255,7.901511602,29.02712842,,9.256826745,7.123087085,29.32523791,2.71099996566772,3.41400003433228,3.09999990463257
97,,41.19079367,90.5645543,8.401596097,30.40136422,,9.814903939,8.208276197,29.93981952,2.3050000667572,2.92600011825562,2.6489999294281
98,,41.79385248,90.22464425,8.8936197,31.79521247,,10.3579956,9.293510821,30.55440113,1.90100002288818,2.44400000572205,2.20300006866455
99,,42.36417612,89.8848224,9.377293422,33.20867318,,10.8858509,10.37854224,31.16898274,1.4650000333786,1.90499997138977,1.71000003814697
100,100.0,42.90290208,89.54508875,9.853170088,34.64174635,,11.39895417,11.46387169,31.78356434,1.06400001049042,1.42900002002716,1.26699995994568
101,,43.40945251,89.2054433,10.32097412,36.09443197,,11.897061,12.54924695,32.39814595,0.632000029087067,0.894999980926514,0.778999984264374
102,100.0,43.88328257,88.86588605,10.78038007,37.56673006,,12.37990497,13.63443537,33.01272756,0.218999996781349,0.398999989032745,0.319999992847443
103,,44.32547436,88.526417,11.23201288,39.05864059,,12.84800105,14.7199067,33.62730916,3.15899991989136,1.42200005054474,2.1800000667572
104,100.0,44.73547334,88.18703614,11.67555994,40.57016359,,13.30108842,15.80542286,34.24189077,1.8400000333786,1.00999999046326,1.36899995803833
105,,45.12092359,87.84774349,12.11638501,42.10129903,,13.74334085,16.89419928,34.85647238,0.42399999499321,0.592000007629395,0.519999980926514
106,100.0,45.48245806,87.50853904,12.55582982,43.65204694,,14.1756123,17.98640113,35.47105398,0.437000006437302,0.600000023841858,0.529999971389771
107,,45.8187016,87.16942278,12.99383525,45.2224073,,14.59767048,19.08133442,36.08563559,0.446000009775162,0.601000010967255,0.533999979496002
108,100.0,46.13032846,86.83039473,13.43185924,46.81238012,,15.01045325,20.17914189,36.7002172,0.456999987363815,0.606000006198883,0.541999995708466
109,,46.41606758,86.49145487,13.86985027,48.4219654,,15.41375964,21.2791514,37.3147988,0.465000003576279,0.605000019073486,0.545000016689301
110,,46.6766358,86.15260321,14.30938558,50.05116313,,15.80861376,22.38148248,37.92938041,0.476000010967255,0.611000001430511,0.554000020027161
111,,46.91179747,85.81383976,14.75130566,51.69997332,,16.18740843,23.48584637,38.54396202,0.541999995708466,0.685999989509583,0.624000012874603
112,,87.91628549,94.35061297,63.08476508,71.94937803,44.23162226,44.9191181,,,4.20499992370605,3.54399991035461,3.79999995231628
113,,88.31165428,94.55870159,63.49388054,72.1239367,44.67729299,45.2703069,,,4.32499980926514,3.875,4.05000019073486
114,,88.70770269,94.76695584,64.72975559,72.8352124,44.81724663,46.22159537,,,3.71000003814697,3.25200009346008,3.4300000667572
115,,89.10442995,94.9753757,65.98141978,73.54907982,44.95739658,47.18619939,,,4.00899982452393,3.53900003433228,3.72000002861023
116,100.0,89.50194018,95.18396119,67.24905618,74.26553895,45.09802969,48.16415377,,,4.13500022888184,3.68499994277954,3.85999989509583
117,,89.90463834,95.39271229,68.53787476,74.9845898,45.25164069,49.15443034,,,3.79299998283386,3.49300003051758,3.60999989509583
118,100.0,90.32984172,95.60162902,69.86620672,75.70623237,45.47013742,50.24239538,81.58505343,85.26573253,3.82699990272522,3.43700003623962,3.58999991416931
119,,90.75373191,95.81071137,71.20451811,76.43046665,45.68819315,51.35972448,81.59789032,85.26573253,3.72499990463257,3.35500001907349,3.5
120,100.0,91.17639999,96.01995934,72.5527742,77.15729265,45.90608984,52.48718451,81.61079482,85.26573253,3.82200002670288,3.29099988937378,3.5
121,,91.59766387,96.22937292,73.91067261,77.88671037,46.12326349,53.62477569,81.62363144,85.26573253,3.72099995613098,3.52099990844727,3.59999990463257
122,100.0,92.01770102,96.43895214,75.27825227,78.6187198,46.34027725,54.77230402,81.63653602,85.26573253,3.22099995613098,2.97099995613098,3.0699999332428
123,,92.43642247,96.64869697,76.65530655,79.35332095,46.55684879,55.92972932,81.6494406,85.26573253,2.85199999809265,2.60199999809265,2.70000004768372
124,100.0,92.85503057,96.85860742,78.04232901,80.09051382,46.7773936,57.0956432,81.66342606,85.26573253,2.69799995422363,2.45799994468689,2.54999995231628
125,,93.27349616,97.06868349,79.43866535,80.8302984,47.00240532,58.26934487,81.67862742,85.26573253,2.67700004577637,2.12700009346008,2.33999991416931
126,,93.69155849,97.27892518,80.8435005,81.5726747,47.23155012,59.45034649,81.6949777,85.26573253,2.53200006484985,2.05100011825562,2.24000000953674
127,,94.10903456,97.4893325,82.25604781,82.31764272,47.46476694,60.63807215,81.71247639,85.26573253,2.71399998664856,2.39499998092651,2.51999998092651
128,,98.8536874,99.69304221,99.8817868,99.85302032,95.23581292,97.8283804,,,5.09600019454956,5.06599998474121,5.07999992370605
129,,98.86083682,99.69304221,99.88154042,99.85302032,95.24582727,97.89264968,,,4.625,4.61499977111816,4.61999988555908
130,,98.86794461,99.69304221,99.88129549,99.85302032,95.2557833,97.95699817,,,4.49599981307983,4.72499990463257,4.61999988555908
131,,98.87501291,99.69304221,99.8810546,99.85302032,95.2656829,98.02142764,,,5.41400003433228,6.09299993515015,5.78000020980835
132,,98.88203953,99.69304221,99.88081511,99.85302032,95.27552413,98.08593485,,,8.05900001525879,10.2760000228882,9.25
133,,98.97895208,99.71441514,99.86076619,99.85138983,95.46778236,98.13517396,,,8.60999965667725,10.5080003738403,9.63000011444092
134,,99.07488707,99.73578807,99.84103269,99.84975935,95.65914859,98.18494766,,,8.46100044250488,9.37100028991699,8.94999980926514
135,,99.16968809,99.75716101,99.82162867,99.84812887,95.84939996,98.2352578,,,7.88700008392334,8.22700023651123,8.06999969482422
136,,99.26337949,99.77853394,99.80256859,99.84649839,96.03857024,98.28612717,,,7.06899976730347,7.62799978256226,7.36999988555908
137,,99.35588121,99.79990687,99.78386084,99.84486791,96.22654489,98.33755989,,,6.06199979782104,6.26200008392334,6.17000007629395
138,,99.44715776,99.82127981,99.7655241,99.84323742,96.41326821,98.32452877,,,5.17799997329712,5.36700010299683,5.28000020980835
139,,99.53713865,99.84265274,99.74755356,99.84160694,96.59863984,98.31176198,,,4.78900003433228,4.93900012969971,4.86999988555908
140,,99.62581578,99.86402567,99.72996764,99.83997646,96.78265168,98.29928582,,,4.31199979782104,4.40199995040894,4.3600001335144
141,,99.71312112,99.8853986,99.71277377,99.83834598,96.96518791,98.28709462,,,3.84100008010864,3.95099997520447,3.90000009536743
142,,99.79904438,99.90677154,99.69599445,99.8367155,97.14624349,98.27522266,,,3.61100006103516,3.72099995613098,3.67000007629395
143,,99.88352668,99.92814447,99.67961928,99.83508502,97.32571774,98.26364733,,,8.34500026702881,7.7960000038147,8.05000019073486
