,Birth_Rate_Crude_Per_1000,Death_Rate_Crude_Per_1000,GNI_Per_Capita_USD,Labour_Force_Female_%,Age_First_Marriage_Male,Age_First_Marriage_Female,School_Enrollment_Primary_%Net,School_Enrollment_Secondary_%Net,Total_Deaths,Total_Injuries,Total_Homeless,Total_Affected,Tuberculosis_Death_Rate_per_100000ppl,Total_Alcohol_Consumption_Per_Capita,Physicians_Per_1000ppl,Nurses_Per_1000ppl,Total_Alcohol_Consumption_Per_Capita,Number_Under-five_Deaths,Hospital_Beds_Per_1000ppl,Immunization_HepB3_%OneYearOld,ImmunizationMeasles%Children12To23Months,Adults_Newly_Infected_With_HIV,Adults_And_Children_Living_With_HIV,Life_Exp_Birth_Total_Yr,Life_Exp_Birth_Male_Yr,Life_Exp_Birth_Female_Yr,Population_Growth_%,Access_To_Basic_Drinking_Water_Total,Access_To_Basic_Drinking_Water_Urban,Access_To_Basic_Sanitation_Total,Access_To_Basic_Sanitation_Urban,Unemployment_Female,Unemployment_Male,Unemployment_Total,QOL_Measure,Dev_Measure,HDI_Measure,Complex_Disasters,Drought,Earthquake,Epidemic,Flood,Industrial Accident,Landslide,None,Storm,Wildfire
325,0.8070133587786258,0.6735900033772373,0.011241075497493544,0.35103374839558255,0.13461538461538414,0.15533980582524287,0.7444745094180244,0.2231727026727689,0.0,0.0,0.0,0.0,0.43820224719101125,0.6883248730964467,0.006437990353364939,0.033980176622307415,0.6883248730964467,0.12649937302352535,0.16896551724137931,0.9411764705882354,0.9166666666666665,0.013333333333333332,0.06947579633809882,0.3454948062345484,0.33561181951937225,0.3528387826742869,0.7889978904687249,0.32069024389294254,0.568674252492853,0.41285155907165805,0.22524251435603637,0.09836065573770493,0.16272628350974383,0.13748657357679914,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1151,0.6793177480916031,0.25109760216143195,0.001367157830776242,0.9813889142360934,0.2692307692307683,0.48058252427184445,0.955734167951856,0.707934895290433,0.0,0.0,0.0,0.0,0.030898876404494378,0.482233502538071,1.0,0.1432338734056717,0.482233502538071,0.1406425634595113,0.23448275862068962,0.49411764705882355,0.6388888888888888,0.3777777777777778,0.2809965721929604,0.7911992257859606,0.7610041687101523,0.8166178305143752,0.19888868710903562,0.9965620761220552,1.0,0.9189203910029918,0.9198735966746657,0.39486813970064155,0.4221980413492928,0.443609022556391,0.5,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1724,0.035782442748091614,0.3299560959135427,1.0,0.6563865720324982,1.0,0.8155339805825246,0.8927870383998081,0.8949934428826383,0.0,0.0,0.0,0.0,0.0002006420545746391,0.9766497461928934,0.5350570310721015,0.9999999999999999,0.9766497461928934,0.11649772440012587,0.8862068965517241,0.9058823529411765,0.875,0.6222222222222222,1.0,0.9026566741632334,0.8865865620402156,0.9187675882677186,0.029375221949832678,0.9985758821932805,0.9963875234522299,0.9979800017630519,0.9987627201904111,0.34538234395682726,0.3286180631120784,0.35982814178302897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1668,0.05963740458015265,0.3080040526849037,0.8582713048761963,0.641654309523561,1.0,0.8155339805825246,0.8966748567474879,0.9064648652770099,0.0,0.0,0.0,0.0,0.0,0.9715736040609138,0.12037592895439586,0.8011037286216899,0.9715736040609138,0.1233120344512332,0.8620689655172412,0.9176470588235294,0.9027777777777777,0.6888888888888889,0.9163949502549954,0.8997447147414104,0.8865865620402156,0.9129652731439843,0.10834146431784793,0.9926447829646318,0.9930749564666161,0.9987359899083931,0.9988500947734317,0.5049383973118827,0.49144326837471575,0.5327604726100967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1678,0.054866412213740445,0.31247889226612635,0.8657147197326447,0.6406560461981905,1.0,0.8155339805825246,0.9167299526212324,0.9164515560432236,0.0,0.0,0.0,0.0,0.0002006420545746391,0.9715736040609138,0.12037592895439586,0.8011037286216899,0.9715736040609138,0.12113385323255083,0.8517241379310344,0.9294117647058823,0.9027777777777777,0.6888888888888889,0.9163949502549954,0.8952304761404404,0.8804561059342815,0.9100641155821168,0.10509627816271773,0.9941614372461874,0.9939030013430061,0.9985405567097528,0.9988282109492969,0.46532939619183383,0.4491047581363143,0.48872180451127817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1375,0.3913883587786259,0.05952380952380948,0.024001215251405136,0.20527876916332444,0.589743846153846,0.638834951456311,0.780684961807573,0.5618022689784208,0.0,0.0,0.0,0.0,0.6187800963081862,0.550253807106599,0.25362783861552163,0.2904620094807458,0.550253807106599,0.3775747251045377,0.25862068965517243,0.8588235294117647,0.9027777777777777,0.015555555555555555,0.0023409413928601286,0.6215264697260701,0.5622241294752333,0.6830485363660099,0.38246288321146893,0.8116262456163797,0.7972297500986136,0.6178307931908051,0.6371371334839478,0.3554627838305672,0.2822237610050451,0.3340494092373792,1.0,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1532,0.2448950381679389,0.09523809523809523,0.049977214036153725,0.2176084824282305,0.589743846153846,0.638834951456311,0.8473290371081096,0.5811529681103134,0.0,0.0,0.0,0.0,0.5585874799357946,0.6710659898477158,0.12037592895439586,0.341293986737247,0.6710659898477158,0.27779304280925426,0.2379310344827586,0.6,0.5555555555555555,0.33333333333333337,0.09706546275395034,0.6770790733551084,0.6095819028935754,0.7477443499956482,0.2796415561254161,0.9026681468232592,0.9027167001578595,0.808374791577468,0.764133357774288,0.2540474493432441,0.19744781877534873,0.2363050483351235,0.75,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1519,0.2539599236641221,0.09126984126984128,0.05423059395412426,0.19363845922075695,0.589743846153846,0.638834951456311,0.8473290371081096,0.5811529681103134,0.0,0.0,0.0,0.0,0.5184590690208668,0.6710659898477158,0.12037592895439586,0.30856804718504177,0.6710659898477158,0.29748659869009375,0.2379310344827586,0.6,0.5555555555555555,0.2888888888888889,0.06780369534319873,0.6730193452016702,0.6052905836194213,0.744320984072645,0.29385120987938906,0.8885849044152997,0.8864171966748011,0.7777445298292819,0.7442137206943419,0.250280012218715,0.17093678899990108,0.21697099892588612,0.75,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
258,0.8755486641221374,0.8279297534616685,0.011696794774418958,0.40948417819375216,0.1538461538461533,0.09708737864077666,0.9218612738904121,0.07283653195700514,0.0,0.0,0.0,0.0,0.41813804173354735,0.7522842639593909,0.006065373548347032,0.03542737324165611,0.7522842639593909,0.15148850709657435,0.1379310344827586,0.9647058823529412,0.9027777777777777,0.02888888888888889,0.07616420031769919,0.2590763282624542,0.24800760176557124,0.26792190083843437,0.8169161022286501,0.26914029754977076,0.4810438945155293,0.4134425227108712,0.23312429370593757,0.0939822828632522,0.16905727569492535,0.13834586466165413,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
671,0.9310353053435115,0.4700270178993583,0.00622816345131399,0.49407932990240866,0.19230769230769162,0.0,0.5403251621828719,0.11087598508761103,0.0,0.0,0.0,0.0,0.45826645264847515,0.6426395939086295,0.004637009129111724,0.009036938889710753,0.6426395939086295,0.3800626476891795,0.03448275862068967,0.3058823529411765,0.5,0.06666666666666667,0.08870495777944988,0.10086633404756684,0.09817925453653764,0.10336824392932753,0.849131517219989,0.04757893483505593,0.030543502773194398,0.02908048713742585,0.07523074811754582,0.042256389369717956,0.08655653378177863,0.0736842105263158,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
767,0.8525047709923664,0.2736406619385342,0.00622816345131399,0.43591813253257694,0.13461538461538414,0.016181262135922303,0.5403251621828719,0.11087598508761103,0.0,0.0,0.0,0.0,0.43820224719101125,0.11370558375634521,0.007307429565073386,0.0,0.11370558375634521,0.34985786867965246,0.03448275862068967,0.42352941176470593,0.19444444444444442,0.031111111111111114,0.08870495777944988,0.16985186171371858,0.16733079941147633,0.17227073602367327,0.7334490325296507,0.09492929277844508,0.0,0.04525088830917355,0.19377708416204031,0.10935749923633033,0.16292412701553072,0.15273899033297528,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
568,0.0,0.2370820668693009,0.6598815129879995,0.7047106362132047,0.9038461538461533,0.9495145631067963,0.9942223178025366,0.9401935683393385,0.0,0.0,0.0,0.0,0.0010032102728731941,0.8822335025380711,0.5017078270229989,0.7508892219227775,0.8822335025380711,0.0,0.7655172413793103,0.7058823529411765,0.875,0.0,0.048574533901847676,0.9999999999999998,1.0,0.9999999999999998,0.2077041875546189,0.9888464050767839,0.9712598294002817,0.9907705215108052,0.9885457466276647,0.9334080032583241,0.9028588386586213,0.9817400644468316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
