,Birth_Rate_Crude_Per_1000,Death_Rate_Crude_Per_1000,GNI_Per_Capita_USD,Labour_Force_Female_%,Age_First_Marriage_Male,Age_First_Marriage_Female,School_Enrollment_Primary_%Net,School_Enrollment_Secondary_%Net,Total_Deaths,Total_Injuries,Total_Homeless,Total_Affected,Tuberculosis_Death_Rate_per_100000ppl,Total_Alcohol_Consumption_Per_Capita,Physicians_Per_1000ppl,Nurses_Per_1000ppl,Total_Alcohol_Consumption_Per_Capita,Number_Under-five_Deaths,Hospital_Beds_Per_1000ppl,Immunization_HepB3_%OneYearOld,ImmunizationMeasles%Children12To23Months,Adults_Newly_Infected_With_HIV,Adults_And_Children_Living_With_HIV,Life_Exp_Birth_Total_Yr,Life_Exp_Birth_Male_Yr,Life_Exp_Birth_Female_Yr,Population_Growth_%,Access_To_Basic_Drinking_Water_Total,Access_To_Basic_Drinking_Water_Urban,Access_To_Basic_Sanitation_Total,Access_To_Basic_Sanitation_Urban,Unemployment_Female,Unemployment_Male,Unemployment_Total,QOL_Measure,Dev_Measure,HDI_Measure,Complex_Disasters,Drought,Earthquake,Epidemic,Flood,Industrial Accident,Landslide,None,Storm,Wildfire
1580,0.10496183206106868,0.270854441067207,0.734923287255051,0.6325850899555521,1.0,0.6310679611650485,0.8927870383998081,0.8949934428826383,0.0,0.0,0.0,0.0,0.0010032102728731941,0.9380710659898478,0.12037592895439586,0.629048130543567,0.9380710659898478,0.15053430385628,0.9793103448275862,0.9294117647058823,0.9027777777777777,0.33333333333333337,0.09706546275395034,0.8787762188288999,0.8620647376164787,0.895558327772781,0.1687501721365542,0.9828817634829398,0.9881059122481668,0.9999946075396903,0.9989810762912029,0.43549536707056313,0.4279355030171135,0.46186895810955964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
275,0.8614026717557252,0.791033434650456,0.011392981923135348,0.39820472304059606,0.1538461538461533,0.1310679611650487,0.7444745094180244,0.09157900929301994,0.0,0.0,0.0,0.0,0.45826645264847515,0.7522842639593909,0.00434719605854224,0.034025200517131586,0.7522842639593909,0.146357791244311,0.5517241379310344,0.9647058823529412,0.9166666666666665,0.024444444444444446,0.0744920993227991,0.27988243504882715,0.26891245708680733,0.28854913110331015,0.8032833792057186,0.27933014784244137,0.4986066217241465,0.41341686503681735,0.23208983435699593,0.0943895733632013,0.16727668414284302,0.1377013963480129,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
946,0.1764551526717557,0.10891590678824714,0.14172869512380373,0.17725406694624368,0.365384615384615,0.5825242718446602,0.8737594858582537,0.6583067574076912,0.0,0.0,0.0,0.0,0.6789727126805779,0.032487309644670045,0.09236756577721658,0.23600882468338552,0.032487309644670045,0.5630198784015348,0.25517241379310346,0.8352941176470589,0.8472222222222221,0.5555555555555556,0.4482066716829696,0.6915567803728859,0.6803580186365865,0.7031245466941309,0.21004781751375612,0.8611743869757728,0.8899994497783226,0.8257703031977018,0.8643194867967351,0.31860299358517463,0.336235038084875,0.3544575725026853,0.5,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
544,0.004770992366412208,0.24552516041877748,0.6826674768342701,0.729629122346902,0.9038461538461533,0.9495145631067963,0.9942223178025366,0.9401935683393385,0.0,0.0,0.0,0.0,0.002207062600321028,0.8822335025380711,0.49810586457449246,0.6335312240710604,0.8822335025380711,0.0002747705665769092,0.7758620689655171,0.6705882352941177,0.875,0.0,0.048574533901847676,0.9999999999999998,1.0,0.9999999999999998,0.2985140068999149,0.9888770820137968,0.9719009538983983,0.9913731506941962,0.9893638454020056,0.5366052336829245,0.5678108616084678,0.5918367346938775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
80,0.2534828244274809,0.15087808172914552,0.04359714415919793,0.1550606440246134,0.5144230769230766,0.5087378640776701,0.8002294496023515,0.6995625338441142,0.0,0.0,0.0,0.0,0.2776886035313002,0.5390862944162437,0.09278158444945869,0.05499990352022537,0.5390862944162437,0.03936213261926292,0.2655172413793103,0.9529411764705883,0.9583333333333333,0.0,0.006772009029345372,0.5961830197093831,0.5732589504659149,0.6196872552148303,0.35750943406730973,0.798577759891513,0.9008512161836473,0.4554786207903875,0.47030792964653223,0.25089094796863864,0.15065782965674154,0.20730397422126745,0.75,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1285,0.3082299618320611,0.1771361026680175,0.04283761203098891,0.3229975866007302,0.3749999999999991,0.6213592233009713,0.34634116225927525,0.0888078316005622,0.0,0.0,0.0,0.0,0.3780096308186196,0.030456852791878174,0.0058583642122259725,0.004251542068397729,0.030456852791878174,0.413554681840663,0.0034482758620689724,0.823529411764706,0.8055555555555556,0.0,0.024329069475796338,0.36065908492533394,0.3727317312408043,0.349821578809945,0.99272703990797,0.08304487882500322,0.5159808398862666,0.05060126351020185,0.24629305228896026,0.02219733224722533,0.019883272331585718,0.022556390977443615,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1461,0.3109494274809159,0.08341776426882813,0.048458149779735685,0.24509665696686556,0.589743846153846,0.638834951456311,0.9216781098701018,0.633521828775705,0.0,0.0,0.0,0.0,0.5184590690208668,0.683248730964467,0.2593412962924629,0.35435734822123455,0.683248730964467,0.3381576383719594,0.2379310344827586,0.6235294117647059,0.7222222222222221,0.16666666666666669,0.031853523952846755,0.6546908666265867,0.5855811672388427,0.7287707795410368,0.3643484448478979,0.8603379179229113,0.8538956082235667,0.71764474428645,0.7047908284759122,0.3565828327054272,0.30883371253338615,0.3523093447905478,1.0,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
433,0.03339694656488551,0.20330969267139476,0.6913261430958529,0.6975413293024877,0.9038461538461533,0.9495145631067963,0.9942223178025366,0.9401935683393385,0.0,0.0,0.0,0.0,0.004815409309791333,0.7045685279187818,0.4016188130084668,0.652930090755308,0.7045685279187818,0.0010491239814754694,0.8793103448275862,0.16470588235294117,0.9166666666666665,0.0,0.03686982693754703,0.9595919734398259,0.9540215792054929,0.9651861092575935,0.20582464969587344,0.9890869324895178,0.9783139037918023,0.9973871572858678,0.9975455027850783,0.5532023215558498,0.6106439806113366,0.6251342642320086,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
133,0.22101622137404575,0.13736913204998302,0.049977214036153725,0.15625932805058973,0.5144230769230766,0.5087378640776701,0.7844468165189388,0.7466976415739756,0.0,0.0,0.0,0.0,0.23756019261637237,0.4456852791878172,0.09278158444945869,0.06777382568034321,0.4456852791878172,0.029120684228669064,0.2862068965517241,0.8823529411764707,0.9444444444444444,0.0,0.008444110024245464,0.6486012743964291,0.6199117214320742,0.6781165685108357,0.32674315052570696,0.8411981386785327,0.9298659164019529,0.5304361565516159,0.5548894456392081,0.36513593320435805,0.2206944307053121,0.29967776584317934,0.75,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
164,0.194942748091603,0.14125295508274227,0.05620537748746772,0.22419426520059638,0.5144230769230766,0.5087378640776701,0.8788371711084509,0.7452381064539322,0.0,0.0,0.0,0.0,0.2174959871589085,0.4243654822335025,0.20928643881839074,0.09141137046303859,0.4243654822335025,0.024084889117586814,0.34137931034482755,0.8117647058823529,0.8611111111111109,0.0,0.010116211019145557,0.6773178808935463,0.6454757233938202,0.7101453479938493,0.3011410409353836,0.8714189669467299,0.951630089841125,0.588833490189603,0.6210000229954261,0.34578963445677635,0.30121673756058964,0.34371643394199786,0.75,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
654,0.9416507633587786,0.5104694360013509,0.005772444174388576,0.5181568780842949,0.13461538461538414,0.016181262135922303,0.3470146396486661,0.11087598508761103,0.058879521348925754,0.0,0.0,0.00018868231742450497,0.45826645264847515,0.6426395939086295,0.003374252178773264,0.002772185524174615,0.6426395939086295,0.3825106036459556,0.03448275862068967,0.2235294117647059,0.375,0.06666666666666667,0.08870495777944988,0.08582145912600025,0.08365007356547327,0.08784705097333823,0.847098762890172,0.04200926723298426,0.03276221356505671,0.027790754140390547,0.06145252369309001,0.04083087261989614,0.08675437728756555,0.07303974221267454,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1485,0.27965171755725193,0.0863728470111449,0.05028102688743734,0.2249718706986581,0.589743846153846,0.638834951456311,0.9046689259169755,0.5811529681103134,0.0,0.0,0.0,0.0,0.5184590690208668,0.6548223350253808,0.2593412962924629,0.35435734822123455,0.6548223350253808,0.3193383524756828,0.2379310344827586,0.8470588235294118,0.7361111111111112,0.2,0.04773848340439763,0.6642730191063946,0.5956964198136343,0.7372421596216892,0.32510109960303607,0.8744756034663391,0.8701438093474141,0.7474840647443443,0.724432832952239,0.2680989715914876,0.21792462162429518,0.2556390977443609,1.0,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1348,0.2756440839694656,0.16632894292468758,0.04617955339510861,0.43209886250890017,0.3749999999999991,0.6213592233009713,0.22588697688466652,0.04133694205756218,0.0,0.0,0.0,0.0,0.29775280898876405,0.042639593908629446,0.0050510278013538405,0.005512211123474815,0.042639593908629446,0.3953498828478221,0.031034482758620696,0.788235294117647,0.7222222222222221,0.0,0.022656968480896246,0.41406242070843446,0.42621996076508095,0.40297078534335196,0.9617687366781771,0.10713707873001599,0.4503145950562195,0.0744702497817948,0.3540772879079429,0.03288870787088892,0.0283905430804234,0.03265306122448979,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
763,0.8525047709923664,0.2736406619385342,0.00622816345131399,0.43591813253257694,0.13461538461538414,0.016181262135922303,0.5403251621828719,0.11087598508761103,0.0,0.0,0.0,0.0,0.43820224719101125,0.11370558375634521,0.007307429565073386,0.0,0.11370558375634521,0.34985786867965246,0.03448275862068967,0.42352941176470593,0.19444444444444442,0.031111111111111114,0.08870495777944988,0.16985186171371858,0.16733079941147633,0.17227073602367327,0.7334490325296507,0.09492929277844508,0.0,0.04525088830917355,0.19377708416204031,0.10935749923633033,0.16292412701553072,0.15273899033297528,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
213,0.9291030534351145,0.9712090509962852,0.005924350600030381,0.45632428800820435,0.1538461538461533,0.1310679611650487,0.5634251467145509,0.156181760598336,0.0,0.0,0.0,0.0,0.6388443017656501,0.8314720812182741,0.20928643881839074,0.09141137046303859,0.8314720812182741,0.17298555705985502,0.1379310344827586,0.9176470588235294,0.9027777777777777,0.037777777777777785,0.08870495777944988,0.1675831900985616,0.15816576753310452,0.17511387043430338,0.8140764659289547,0.22897567499248284,0.4106075764750008,0.4131415886355282,0.23455264849651225,0.09571326748803585,0.1683648234246711,0.13877551020408163,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1313,0.2904580152671755,0.16911516379601488,0.04481239556433237,0.46977783231236403,0.3749999999999991,0.6213592233009713,0.4059740121976322,0.12641767331281167,0.0,0.0,0.0,0.0,0.3579454253611557,0.030456852791878174,0.0050510278013538405,0.008477356196895923,0.030456852791878174,0.40517168164582573,0.031034482758620696,0.8352941176470589,0.7638888888888888,0.0,0.02349301897834629,0.38955479707627916,0.40182074546346236,0.3784560039455742,0.980790776666495,0.09396509305048206,0.48970387999277687,0.06012535950328822,0.2886187520828304,0.024233784746970778,0.020476802848946485,0.023845327604726102,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
971,0.7891459923664123,0.628757176629517,0.0,1.0,0.2884615384615383,0.4271844660194175,0.9645519635813989,0.6370388231083529,0.0,0.0,0.0,0.0,0.050963081861958276,0.6324873096446701,0.726892582855487,0.13298772134068293,0.6324873096446701,0.2553118146347799,0.25862068965517243,0.988235294117647,0.9583333333333333,0.2888888888888889,0.15558899757545355,0.7985425575929155,0.77240681706719,0.8200992195886154,0.29943316513497764,0.8856046905508647,0.8683703131381311,0.7976956545042331,0.8287963884672355,0.3757254862030343,0.2936986843406866,0.34801288936627284,0.5,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
799,0.2641459923664121,0.01426882809861535,0.13838675375968404,0.05138029699933977,0.3626373076923075,0.5908461165048544,0.8952845838484466,0.6169245602305546,0.0,0.0,0.0,0.0,0.9799357945425361,0.023350253807106598,0.007307429565073386,0.0,0.023350253807106598,0.9332757147781603,0.03448275862068967,0.7294117647058823,0.6805555555555556,1.0000000000000002,0.2308335423459577,0.5837650277106301,0.577856792545365,0.5887609156053266,0.273569190065651,0.6954916212604457,0.6903856124006018,0.5011263191622677,0.5896338333992505,0.986152123001731,0.6476407161934911,0.8313641245972074,1.0,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25,0.2754770992366412,0.183468422830125,0.022178338143703482,0.12973144174715623,0.5576923076923075,0.49514563106796117,0.9136881337513475,0.7081129140977639,0.0,0.0,0.0,0.0,0.3579454253611557,0.4182741116751269,0.06473181940505518,0.030275353276774747,0.4182741116751269,0.053130635919007636,0.27586206896551724,0.823529411764706,0.8194444444444444,0.0,0.005935958531895328,0.5327199163695999,0.5147130946542424,0.5513649946328585,0.38493327034652663,0.7523831808332792,0.8718413594660213,0.3835381230848048,0.38980143884938334,0.3209449139598819,0.16846374517756457,0.24983888292158968,0.75,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
851,0.23535305343511442,0.048716649780479515,0.13929819231353485,0.0933230221515462,0.3626373076923075,0.5908461165048544,0.8939594586735752,0.7054143680786972,0.0,0.0,0.0,0.0,0.8996789727126806,0.034517766497461924,0.04639079222472934,0.0,0.034517766497461924,0.8028745997092428,0.1103448275862069,0.788235294117647,0.7361111111111112,0.9555555555555556,0.35624111696346455,0.6266608318024776,0.6163867091711621,0.6370651890104149,0.28033731467931466,0.7537066715444122,0.7568677352333286,0.606192754909288,0.6772561830943763,0.5442419305569699,0.4447522010090019,0.518796992481203,1.0,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
120,0.22989026717557248,0.13888888888888895,0.05286343612334802,0.148982191389456,0.5144230769230766,0.5087378640776701,0.7674270588514184,0.7376942719244403,0.0,0.0,0.0,0.0,0.23756019261637237,0.5390862944162437,0.09278158444945869,0.035916204099747225,0.5390862944162437,0.031298865447351464,0.293103448275862,0.8352941176470589,0.8611111111111109,0.0,0.007608059526795418,0.6370788106668164,0.6098271211378128,0.6650613594824335,0.3357507831325733,0.8308820915576111,0.9226119023023291,0.511446716290268,0.5333621376601556,0.27074635984115675,0.0963497873182313,0.18259935553168635,0.75,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
242,0.8896469465648854,0.865839243498818,0.01048154336928452,0.4214850381497266,0.05769230769230749,0.10679611650485454,0.8385670092948064,0.0499962260012846,0.0,0.0,0.0,0.0,0.43820224719101125,0.8314720812182741,0.20928643881839074,0.09141137046303859,0.8314720812182741,0.15683903940209923,0.1379310344827586,0.9411764705882354,0.8888888888888888,0.031111111111111114,0.07867235181004933,0.23698663095697947,0.2259992643452673,0.24578606864138797,0.825623009902848,0.25901116062365004,0.46346218078424384,0.4134259213260067,0.23388781684787407,0.09408410548823949,0.17212385003462263,0.13995703544575724,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
702,0.8969942748091603,0.36752786220871325,0.006380069876955795,0.4473809409300826,0.0,0.0,0.6442574412941408,0.1086096577777403,0.0,0.0,0.0,0.0,0.45826645264847515,0.1218274111675127,0.006293083818080195,0.007383918751165798,0.1218274111675127,0.3719494222324359,0.03448275862068967,0.3294117647058824,0.26388888888888884,0.05333333333333333,0.08870495777944988,0.13695612329394402,0.13385850907307506,0.13986480605761686,0.8073006369084137,0.064784364646165,0.021754447689804834,0.033831755649297704,0.11795221834410086,0.04877303736890337,0.09239291720249285,0.08066595059076262,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1637,0.06440839694656486,0.27946639648767313,0.7996354245784597,0.6484812920259442,1.0,0.8155339805825246,0.8778422186927238,0.8848557921678079,0.0,0.0,0.0,0.0,0.0002006420545746391,0.9248730964467005,0.12037592895439586,0.8011037286216899,0.9248730964467005,0.1325892879445663,0.9068965517241379,0.8941176470588236,0.8888888888888888,0.7111111111111111,0.8327899005099908,0.9012733814968341,0.8896517900931831,0.9129652731439843,0.10760551350413113,0.987967814229639,0.9905905893494134,0.9993459467495437,0.9989155855323172,0.7807758884024031,0.774359481650015,0.8324382384532761,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1662,0.06202290076335876,0.2908645727794664,0.8455111651222847,0.6470072733574388,1.0,0.8155339805825246,0.8853029974604326,0.8910969672277783,0.0,0.0,0.0,0.0,0.0,0.9248730964467005,0.12037592895439586,0.8011037286216899,0.9248730964467005,0.1259348444049219,0.8724137931034482,0.9176470588235294,0.9027777777777777,0.6888888888888889,0.9163949502549954,0.9042584757273036,0.8927170181461501,0.9158664307058515,0.1075384739169906,0.9911062165852097,0.9922466791021933,0.9989353152457249,0.9988719250263937,0.5949495978006314,0.5799782372143636,0.6283566058002149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
869,0.2218034351145038,0.06585612968591692,0.1538812091751481,0.12764043453499818,0.3626373076923075,0.5908461165048544,0.8400253291622871,0.7321573940412887,0.0,0.0,0.0,0.0,0.8194221508828251,0.034517766497461924,0.06069513735069452,0.0,0.034517766497461924,0.7389579700949708,0.2379310344827586,0.9176470588235294,0.8333333333333333,0.8666666666666667,0.39804364183596685,0.645675882050569,0.6346554683668466,0.6571702109141546,0.27833146953702126,0.781424969681663,0.7901295655806115,0.6597633690786517,0.7225447169629357,0.41268709907341417,0.3940053417746563,0.43179377013963477,1.0,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1428,0.35071564885496176,0.07446808510638298,0.0361537293027495,0.22741983156736945,0.589743846153846,0.638834951456311,0.8473290371081096,0.5811529681103134,0.0,0.0,0.0,0.0,0.5585874799357946,0.683248730964467,0.2593412962924629,0.35435734822123455,0.683248730964467,0.35738658220385977,0.2655172413793103,0.8588235294117647,0.8333333333333333,0.08888888888888889,0.014296463506395787,0.6398549483011531,0.5727685139774397,0.7113348225942151,0.37703813722175683,0.8389681613341248,0.8295719352846311,0.673673633579341,0.6755881106978111,0.367376030954078,0.3005242852903354,0.351235230934479,1.0,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
988,0.7908635496183204,0.5909321175278622,0.00015190642564180462,0.9972831657400563,0.2692307692307683,0.48058252427184445,0.9674979368466147,0.649755500753759,0.0,0.0,0.0,0.0,0.046950240770465494,0.6324873096446701,0.7748566460347364,0.13402970290661398,0.6324873096446701,0.24430600448625395,0.2482758620689655,0.988235294117647,0.9583333333333333,0.2888888888888889,0.16394950254995402,0.7984231538236972,0.7710887690044137,0.8211436363108879,0.31079187904339894,0.8959591681203519,0.8796225789277496,0.8064424208205511,0.8347921277107834,0.3737908563282762,0.2957760411514493,0.34908700322234154,0.5,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
699,0.8969942748091603,0.36752786220871325,0.006380069876955795,0.4473809409300826,0.0,0.0,0.6442574412941408,0.1086096577777403,0.0,0.0,0.0,0.0,0.45826645264847515,0.1218274111675127,0.006293083818080195,0.007383918751165798,0.1218274111675127,0.3719494222324359,0.03448275862068967,0.3294117647058824,0.26388888888888884,0.05333333333333333,0.08870495777944988,0.13695612329394402,0.13385850907307506,0.13986480605761686,0.8073006369084137,0.064784364646165,0.021754447689804834,0.033831755649297704,0.11795221834410086,0.04877303736890337,0.09239291720249285,0.08066595059076262,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
761,0.8525047709923664,0.2736406619385342,0.00622816345131399,0.43591813253257694,0.13461538461538414,0.016181262135922303,0.5403251621828719,0.11087598508761103,0.0,0.0,0.0,0.0,0.43820224719101125,0.11370558375634521,0.007307429565073386,0.0,0.11370558375634521,0.34985786867965246,0.03448275862068967,0.42352941176470593,0.19444444444444442,0.031111111111111114,0.08870495777944988,0.16985186171371858,0.16733079941147633,0.17227073602367327,0.7334490325296507,0.09492929277844508,0.0,0.04525088830917355,0.19377708416204031,0.10935749923633033,0.16292412701553072,0.15273899033297528,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1240,0.3494274809160305,0.2120905099628504,0.028254595169375667,0.45901862979901065,0.3749999999999991,0.6213592233009713,0.29668819327112705,0.03295155511204835,0.0,0.0,0.0,0.0,0.41813804173354735,0.006091370558375636,0.0018216821578653196,0.004257974053372611,0.006091370558375636,0.44723156164602557,0.01724137931034482,0.7176470588235294,0.5833333333333333,0.0,0.026837220968146475,0.2845391820483598,0.2972658165767532,0.2729989265717019,0.9913104413004121,0.05609003188833894,0.5685750575989101,0.03129875613781437,0.16479367337304984,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1581,0.09780534351145037,0.2792975346166835,0.7435819535166338,0.6415589146341305,1.0,0.8155339805825246,0.8927870383998081,0.8949934428826383,0.0,0.0,0.0,0.0,0.0010032102728731941,0.9380710659898478,0.12037592895439586,0.629048130543567,0.9380710659898478,0.14779658984747734,0.9758620689655171,0.9411764705882354,0.9027777777777777,0.33333333333333337,0.09706546275395034,0.8803050049880927,0.8651299656694458,0.895558327772781,0.1672908618718928,0.983001015861713,0.9881059122481668,0.9999920635160767,0.9989810762912029,0.528968536808879,0.5632604609753686,0.5864661654135339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1217,0.37180343511450376,0.23741979061127993,0.02248215099498709,0.4839891107190879,0.3749999999999991,0.6213592233009713,0.16591419908291782,0.011684387662957055,0.0,0.0,0.0,0.0,0.45826645264847515,0.0,0.0018216821578653196,0.004257974053372611,0.0,0.47821568989893437,0.0,0.6705882352941177,0.5833333333333333,0.0022222222222222227,0.028509321963046567,0.2390463459760035,0.2530039234919079,0.22620325509878425,0.9725422249649409,0.03956527611426097,0.5948930903781728,0.021218225646529712,0.1256199808582164,0.086040118114245,0.10188940548026512,0.10171858216970997,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
978,0.7908635496183204,0.5909321175278622,0.00015190642564180462,0.9972831657400563,0.2692307692307683,0.48058252427184445,0.9674979368466147,0.649755500753759,0.0,0.0,0.0,0.0,0.046950240770465494,0.6324873096446701,0.7748566460347364,0.13402970290661398,0.6324873096446701,0.24430600448625395,0.2482758620689655,0.988235294117647,0.9583333333333333,0.2888888888888889,0.16394950254995402,0.7984231538236972,0.7710887690044137,0.8211436363108879,0.31079187904339894,0.8959591681203519,0.8796225789277496,0.8064424208205511,0.8347921277107834,0.3737908563282762,0.2957760411514493,0.34908700322234154,0.5,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
172,0.1871660305343511,0.1450523471800067,0.059395412425945614,0.2413904588408844,0.5144230769230766,0.5087378640776701,0.8433758322749668,0.722707542267964,0.0,0.0,0.0,0.0,0.19743178170144463,0.4243654822335025,0.20928643881839074,0.09141137046303859,0.4243654822335025,0.02276599039801766,0.34137931034482755,0.7176470588235294,0.7222222222222221,0.0,0.010952261516595603,0.685497039085033,0.6531387935262383,0.718819809103832,0.2947419967767179,0.8810415804474779,0.958806995409911,0.6087913336961496,0.6435462546832756,0.42531310457183585,0.2951825106340885,0.37593984962406013,0.75,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
400,0.023854961832061095,0.1864235055724417,0.5828649551876045,0.6914711665746545,0.884615384615385,0.9126213592233012,0.9942223178025366,0.9401935683393385,0.0,0.0,0.0,0.0,0.004614767255216694,0.7045685279187818,0.3911855424679654,0.6358596026319682,0.7045685279187818,0.000894253298495757,0.9379310344827585,0.0,0.9166666666666665,0.0,0.034361675445196894,0.9491077254835705,0.9417606669936243,0.9564826365719921,0.1854184877056294,0.9890623235180679,0.9795966177641007,0.9985708458114114,0.9991818342616928,0.5980042765502496,0.6056978929666635,0.644468313641246,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43,0.2707776717557252,0.17367443431273222,0.02734315661552484,0.14842877912035668,0.5144230769230766,0.5087378640776701,0.8998969403934137,0.6964361949372766,0.0,0.0,0.0,0.0,0.33788121990369185,0.4182741116751269,0.06473181940505518,0.030275353276774747,0.4182741116751269,0.049328810443279865,0.27586206896551724,0.8705882352941176,0.9027777777777777,0.0,0.005935958531895328,0.5488991270987451,0.529671407552722,0.5687139168528244,0.3768430526417799,0.7641873965085298,0.8790934361653737,0.4011633143754034,0.4095460321218377,0.322472253334691,0.15847264813532497,0.24489795918367346,0.75,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1324,0.2826812977099237,0.1671732522796353,0.0490657754823029,0.5434980275811312,0.3749999999999991,0.6213592233009713,0.22588697688466652,0.04133694205756218,0.0,0.0,0.0,0.0,0.3579454253611557,0.042639593908629446,0.0050510278013538405,0.005512211123474815,0.042639593908629446,0.40185445153296995,0.031034482758620696,0.7647058823529412,0.6944444444444444,0.0,0.02349301897834629,0.40224144755577496,0.414541441883276,0.3911050509153151,0.9745303274767982,0.09878137216152583,0.476570824766795,0.06488715201028043,0.3101756179565376,0.02504836574686896,0.020377881096053027,0.024167561761546726,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1346,0.2756440839694656,0.16632894292468758,0.04617955339510861,0.43209886250890017,0.3749999999999991,0.6213592233009713,0.22588697688466652,0.04133694205756218,0.0,0.0,0.0,0.0,0.29775280898876405,0.042639593908629446,0.0050510278013538405,0.005512211123474815,0.042639593908629446,0.3953498828478221,0.031034482758620696,0.788235294117647,0.7222222222222221,0.0,0.022656968480896246,0.41406242070843446,0.42621996076508095,0.40297078534335196,0.9617687366781771,0.10713707873001599,0.4503145950562195,0.0744702497817948,0.3540772879079429,0.03288870787088892,0.0283905430804234,0.03265306122448979,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
